,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Emotion
31,OneRepublic,Sunshine,Sunshine,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0,0.28,0.774,140.069,163855,4,3
32,Mr. Belt & Wezol,Groove Tonight,Groove Tonight,6F8fU5SFNEuc92HuzxUtPe,0.667,0.86,11,-5.569,0,0.0362,0.013,0.0671,0.822,126.004,171968,4,3
33,The Vamps,Meet The Vamps,Somebody To You,6VrLYoQKdhu1Jruei06t65,0.526,0.818,3,-5.952,1,0.0358,0,0.333,0.896,171.96,185098,4,3
34,Mitchy Katawazi,Summertime,Summertime,7xn4QcdEGKTRIEzcbEZ6ZW,0.668,0.618,6,-7.701,1,0.0457,0,0.117,0.53,94.977,176684,4,3
35,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,0.881,0.592,2,-4.898,1,0.0324,1.32e-05,0.0901,0.719,101.058,154487,4,3
36,Camila Cabello,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0,0.333,0.956,94.996,206071,4,3
37,Shawn Mendes,Shawn Mendes (Deluxe),If I Can't Have You,2bT1PH7Cw3J9p3t7nlXCdh,0.691,0.823,2,-4.197,1,0.0623,0,0.134,0.87,123.935,191467,4,3
38,Phil The Beat,Nirvana,Nirvana,18MCxsPkUPmVczH6MwcmMt,0.686,0.834,1,-5.512,0,0.0653,0.000366,0.125,0.575,124.008,164916,4,3
39,Maroon 5,V,Sugar,2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0,0.0863,0.884,120.076,235493,4,3
40,Jawsh 685,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,0.767,0.481,0,-8.52,0,0.0803,0,0.269,0.761,150.076,171375,4,3
41,OMI,Me 4 U,Cheerleader - Felix Jaehn Remix Radio Edit,7vFoFDWqTX0mHzLfrF1Cfy,0.782,0.685,4,-6.237,1,0.0309,1.18e-05,0.16,0.603,118.016,180566,4,3
42,Kungs,Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,0.792,0.717,0,-4.759,0,0.0393,3.59e-05,0.226,0.466,121.985,195547,4,3
43,TWOPILOTS,If You Had My Love (Kav Verhouzer Remix),If You Had My Love (Kav Verhouzer Remix),0nS2xf6yooLnSAthClLCDi,0.73,0.699,10,-7.332,0,0.0434,2.94e-06,0.129,0.624,122.968,158537,4,3
44,Jessie J,Who You Are (Platinum Edition),Price Tag,2fTsFCKRFQ5M0igJgabnLA,0.636,0.831,5,-3.945,1,0.182,3.85e-06,0.272,0.668,175.015,223053,4,3
45,Mike Posner,Cooler Than Me EP,Cooler Than Me (feat. Big Sean),2DPYlWl50ydYsnnuryL5aX,0.837,0.515,7,-4.065,0,0.0793,0,0.233,0.769,129.001,227840,4,3
46,Mitchy Katawazi,So Nice,So Nice,0T7vRa9aRXSKEtOwfWdF9R,0.853,0.647,7,-5.593,1,0.0706,0,0.134,0.692,115.087,169043,4,3
47,One Direction,Up All Night,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0,0.0596,0.888,124.99,199987,4,3
48,GROUPLOVE,Never Trust a Happy Song,Tongue Tied,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0,0.161,0.371,112.96,218013,4,3
49,Måneskin,Chosen,Beggin',3Wrjm47oTz2sjIgck11l5e,0.714,0.8,11,-4.808,0,0.0504,0,0.359,0.589,134.002,211560,4,3
50,Dua Lipa,Don't Start Now,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0,0.0952,0.677,123.941,183290,4,3
51,Riton,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,2,-3.424,1,0.126,0.000132,0.303,0.801,122.98,169153,4,3
52,Mark Mendy,"Weekend (Party, Sleep, Repeat)","Weekend (Party, Sleep, Repeat)",5066WzFaeJhqmQmKjBmrr6,0.813,0.853,10,-4.756,1,0.163,0,0.0845,0.732,123.005,138557,4,3
53,Zara Larsson,So Good,Lush Life,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0.046,0,0.211,0.799,98.023,201122,4,3
54,Maroon 5,Overexposed Track By Track,Payphone,1XGmzt0PVuFgQYYnV2It7A,0.743,0.752,4,-4.813,1,0.0414,0,0.287,0.545,110.015,231173,4,3
55,Kygo,Golden Hour,Higher Love,1kKYjjfNYxE0YYgLa7vgVY,0.693,0.678,8,-7.159,1,0.0324,5.71e-06,0.101,0.404,103.952,228267,4,3
56,Kid On The Block,Whole Again,Whole Again,7eYUtVuBYUSp5sCMkVokgt,0.672,0.676,4,-7.304,1,0.0379,5.02e-06,0.155,0.381,123.014,191220,4,3
57,Jubël,Dancing in the Moonlight (feat. NEIMY),Dancing in the Moonlight (feat. NEIMY),5ow0sNF1zSqp71Ix5jEXWU,0.659,0.617,11,-5.862,0,0.0649,0,0.187,0.187,119.858,164010,4,3
58,TWOPILOTS,Riptide,Riptide,6yv0ZjBlZy2oRFq7jAis2C,0.729,0.836,8,-4.312,1,0.0462,3.27e-05,0.336,0.288,113.998,154731,4,3
59,Avril Lavigne,The Best Damn Thing (Expanded Edition),Girlfriend,45hOioMDJktr86iKDHC8gr,0.56,0.959,7,-2.433,1,0.102,0.000221,0.209,0.669,163.983,216600,4,3
60,Avril Lavigne,Let Go,Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU,0.487,0.9,0,-4.417,1,0.0482,0,0.358,0.484,149.937,204000,4,3
61,Miley Cyrus,The Time Of Our Lives (International Version),Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,-4.667,0,0.042,0.000115,0.0886,0.47,96.021,202067,4,3
62,Sean Kingston,Beautiful Girls,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,0.762,0.661,1,-6.075,0,0.0687,0,0.256,0.769,130.009,225373,4,3
63,Social House,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,1,-5.339,1,0.0385,0,0.0914,0.803,96.051,164640,4,3
64,George Ezra,Wanted on Voyage,Budapest,7GJClzimvMSghjcrKxuf1M,0.714,0.451,5,-8.268,1,0.0276,0,0.108,0.406,127.787,200720,4,3
65,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0,0.257,0.619,128.038,199080,4,3
66,Nick De La Hoyde,Don't Go Changing,Don't Go Changing,5LYkCOLdDeniAknOS7aRxF,0.541,0.829,4,-5.396,1,0.0434,0.00194,0.257,0.775,169.932,157887,4,3
67,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,Single Ladies (Put a Ring on It),557un1HgwYMuqfWGSTmnxw,0.426,0.584,1,-5.293,1,0.296,0,0.192,0.272,193.438,192587,4,3
68,Carly Rae Jepsen,Kiss,Call Me Maybe,20I6sIOMTCkB6w7ryavxtO,0.783,0.58,7,-6.548,1,0.0408,2.28e-06,0.108,0.66,120.021,193400,4,3
69,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),6fRxMU4LWwyaSSowV441IU,0.713,0.676,10,-5.483,1,0.027,0,0.154,0.721,99.048,227395,4,3
70,Mark Mendy,Emotions,Emotions,7e7Z1IBn71QUFLFkdyBXJf,0.656,0.832,5,-5.386,1,0.294,0,0.4,0.742,125.915,172381,4,3
71,Pitbull,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),3tgZ9vmhuAY9wEoNUJskzV,0.589,0.966,11,-4.106,1,0.0972,0,0.147,0.802,129.983,204200,4,3
72,Jason Derulo,Tattoos (Special Edition),Trumpets,0C6BYlsXKgAQPnMfbYOnV4,0.627,0.703,0,-4.884,1,0.236,0,0.0962,0.64,81.897,217307,4,3
73,Taylor Swift,1989 (Deluxe),Shake It Off,0cqRj7pUJDkTCEsJkx8snD,0.647,0.8,7,-5.384,1,0.165,0,0.334,0.942,160.078,219200,4,3
74,Jena Rose,Being Good Is Boring,Being Good Is Boring,6UXWq2vWpHeTZlMIFyEWIn,0.767,0.758,11,-3.191,0,0.084,0,0.0682,0.844,111.986,160982,4,3
75,Taylor Swift,Red (Big Machine Radio Release Special),We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,0.628,0.676,7,-5.911,1,0.0916,2.65e-05,0.121,0.75,85.984,193147,4,3
76,Clean Bandit,New Eyes,Rather Be (feat. Jess Glynne),0TVV2gFROJaB3kIZyCUvIY,0.799,0.586,11,-6.735,1,0.0377,2.03e-06,0.193,0.549,120.97,227833,4,3
77,Crystal Rock,Dancing Queen,Dancing Queen,2QgzAymBtqAqusfOjC6mPp,0.535,0.668,3,-7.25,1,0.102,0,0.0676,0.416,119.836,182000,4,3
78,Rihanna,Loud,S&M,0C4ejWmOTMv8vuYj85mf8m,0.767,0.682,1,-5.02,1,0.042,0.00016,0.104,0.833,127.975,243533,4,3
79,CARSTN,Keep Saying,Keep Saying,6Q6Dof2Dy10vXuW1xAuCrH,0.753,0.811,9,-5.897,1,0.0356,0.000157,0.147,0.625,123.022,137044,4,3
80,Katy Perry,Teenage Dream,Last Friday Night (T.G.I.F.),3oHNJECGN3bBoGXejlw2b1,0.652,0.812,3,-3.797,0,0.0409,3.01e-05,0.667,0.72,126.023,230733,4,3
81,Katy Perry,Teenage Dream,Firework,1mXuMM6zjPgjL4asbBsgnt,0.638,0.832,8,-5.039,1,0.049,0,0.113,0.648,124.071,227893,4,3
82,One Direction,Midnight Memories (Deluxe),Best Song Ever,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0,0.0789,0.486,118.491,200107,4,3
83,Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.000307,0.0888,0.867,118.818,291293,4,3
84,Masove,Gimme! Gimme! Gimme! (A Man After Midnight),Gimme! Gimme! Gimme! (A Man After Midnight),3jj5ZZ87UphCM0FmZzarpn,0.641,0.676,9,-5.702,0,0.0458,0.0201,0.407,0.495,124.173,135484,4,3
85,The Kid LAROI,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0,0.103,0.478,169.928,141806,4,3
86,David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4,3
87,Owen Norton,Be My Lover,Be My Lover,0mQNFiamtlZF5i6DGYckTv,0.714,0.874,1,-5.385,0,0.0998,0.000196,0.383,0.581,126.028,150476,4,3
88,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],I Gotta Feeling,4kLLWz7srcuLKA7Et40PQR,0.743,0.766,0,-6.375,1,0.0265,0,0.509,0.61,127.96,289133,4,3
89,Pitbull,Greatest Hits,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",7rIhVsWn8W82shpRiPDrXc,0.669,0.939,3,-3.209,1,0.161,0,0.295,0.53,129.014,252880,4,3
90,The Chainsmokers,Closer,Closer,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0,0.111,0.661,95.01,244960,4,3
91,Taio Cruz,The Rokstarr Hits Collection,Dynamite,2CEgGE6aESpnmtfiZwYlbV,0.751,0.783,4,-3.724,1,0.0859,0,0.036,0.816,119.975,202613,4,3
92,Madism,Like A Prayer,Like A Prayer,319J2YqAVDmQXpUJGCxDkv,0.67,0.848,4,-4.437,1,0.0501,9.85e-06,0.332,0.373,124.019,183992,4,3
93,Kesha,Animal (Expanded Edition),TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,0.755,0.837,2,-2.718,0,0.142,0,0.289,0.714,120.028,199693,4,3
94,MAGIC!,Don't Kill the Magic,Rude,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0.0381,0,0.305,0.925,144.033,224840,4,3
95,NIIKO X SWAE,Fast Forward,Fast Forward,25uAgRk85QKeHzcPV44rv8,0.736,0.786,2,-3.379,1,0.0401,0,0.181,0.611,124.98,213120,4,3
96,MKTO,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0,0.157,0.756,102.071,175427,4,3
97,Alok,Work With My Love,Work With My Love,6PX5CRJFn24G3cypjNO6yw,0.618,0.848,6,-4.329,0,0.0574,0.000714,0.302,0.639,123.967,150484,4,3
98,One Direction,Take Me Home (Expanded Edition),Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,0.663,0.857,2,-2.16,1,0.0544,0,0.144,0.931,126.039,200213,4,3
99,Madism,Moonlight Shadow,Moonlight Shadow,1rsarV6yuF0D4f1vB1F30T,0.587,0.711,0,-6.408,0,0.0876,0.00621,0.221,0.303,123.95,160645,4,3
0,Tom Odell,Long Way Down (Deluxe),Another Love,3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,1.65e-05,0.0944,0.131,122.769,244360,4,4
1,d4vd,Romantic Homicide,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,6,-10.613,1,0.0299,0.00805,0.322,0.216,132.052,132631,4,4
2,Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.0,0.095,0.12,115.284,200186,4,4
3,Conan Gray,Kid Krow,Heather,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.0,0.322,0.27,102.078,198040,3,4
4,Rachel Chinouriri,Maybe I’m Lonely,Maybe I’m Lonely,3X3cftpXwcSXQM4fC5ihdo,0.514,0.305,1,-11.26,0,0.031,1.58e-05,0.165,0.336,49.534,152141,4,4
5,Joji,Glimpse of Us,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,4.78e-06,0.141,0.268,169.914,233456,3,4
6,Sara James,Spotify Singles,lovely - Spotify Singles,7FHDb1W6EtQq7WnoX73Rpy,0.404,0.219,4,-10.692,0,0.0295,0.0,0.0938,0.0851,106.797,198629,1,4
7,Olivia Rodrigo,SOUR,traitor,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.0,0.12,0.0849,100.607,229227,4,4
8,Alec Benjamin,Narrated For You,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.0,0.124,0.483,150.073,169354,4,4
9,Billie Eilish,Guitar Songs,TV,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,4,-15.159,0,0.0379,0.00653,0.147,0.119,140.214,281381,4,4
10,The Goo Goo Dolls,Dizzy up the Girl,Iris,6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072,0,0.0362,7.97e-06,0.0942,0.497,155.925,289533,3,4
11,Harry Styles,Harry's House,Matilda,6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,2,-10.0,1,0.04,1.97e-05,0.0966,0.386,114.199,245964,4,4
12,Tate McRae,you broke me first,you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.0,0.0906,0.0823,124.148,169266,4,4
13,Benson Boone,In The Stars,In The Stars,1ei3hzQmrgealgRKFxIcWn,0.362,0.54,10,-6.031,1,0.0528,0.0,0.139,0.3,78.007,216410,3,4
14,Madison Beer,Reckless,Reckless,5ajjAnNRh8bxFvaVHzpPjh,0.386,0.426,3,-6.642,1,0.0363,0.0,0.14,0.261,180.104,203385,3,4
15,Noah Cyrus,THE END OF EVERYTHING,July,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,9,-8.953,0,0.042,0.0,0.0779,0.322,72.541,156106,4,4
16,Tom Rosenthal,Z-Sides,Lights Are On,4IhTXiZLKATmwhMZIb1GQN,0.44,0.04,3,-16.887,1,0.0322,0.465,0.111,0.249,135.965,193749,4,4
17,Olivia Rodrigo,SOUR,drivers license,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,1.42e-05,0.106,0.137,143.875,242013,4,4
18,Billie Eilish,Bored,Bored,04sN26COy28wTXYj3dMoiZ,0.614,0.318,7,-12.695,1,0.0478,0.00239,0.0795,0.112,119.959,180933,4,4
19,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,11,-8.284,1,0.029,2.5e-05,0.103,0.389,74.953,197732,4,4
20,Sufjan Stevens,Carrie & Lowell,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.33,0.119,0.162,120.484,279316,4,4
21,Kina,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,1,-16.541,0,0.188,0.0,0.144,0.0895,118.917,179080,4,4
22,Kaash Paige,Parked Car Convos,Love Songs - Bonus,6qL5UWxRSQYml9O99ozoLv,0.641,0.355,5,-10.599,1,0.0906,0.000855,0.11,0.453,120.032,148640,4,4
23,Lauren Spencer Smith,Fingers Crossed,Fingers Crossed,3yMC1KsTwh0ceXdIe4QQAQ,0.56,0.473,5,-7.23,1,0.0533,0.0,0.31,0.441,109.414,175345,4,4
24,Duncan Laurence,Arcade,Arcade,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9,-12.603,0,0.0441,0.00109,0.135,0.266,71.884,183624,3,4
25,Lord Huron,Strange Trails,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2,-9.51,1,0.0378,0.267,0.641,0.1,86.997,208212,3,4
26,Billie Eilish,dont smile at me,ocean eyes,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.041,0.0317,0.084,0.169,144.892,200379,4,4
27,Olivia Rodrigo,SOUR,favorite crime,5JCoSi02qi3jJeHdZXMmR8,0.369,0.272,9,-10.497,1,0.0364,0.0,0.147,0.218,172.929,152667,4,4
28,Rex Orange County,Pony,Pluto Projector,4EWBhKf1fOFnyMtUzACXEc,0.379,0.219,5,-11.196,1,0.0307,0.000691,0.118,0.188,79.786,267520,4,4
29,Tate McRae,all the things i never said,that way,7l97ElWmIdVHWUaOeeU5ZC,0.453,0.383,0,-11.015,1,0.163,0.0,0.387,0.333,105.029,175027,4,4
30,Conan Gray,Superache,Family Line,0iNZGC211wst3VjtobNnC5,0.326,0.397,6,-8.145,1,0.0461,0.0,0.0979,0.276,153.713,216095,3,4
31,Shawn Mendes,It'll Be Okay,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,7,-11.881,1,0.033,0.000146,0.0912,0.0666,78.262,222800,4,4
32,Benson Boone,GHOST TOWN,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,0.391,0.335,0,-10.064,1,0.0763,0.0,0.102,0.116,174.185,193733,3,4
33,Gracie Abrams,minor,"I miss you, I’m sorry",4nyF5lmSziBAt7ESAUjpbx,0.445,0.455,7,-6.405,1,0.0575,1.47e-06,0.124,0.151,109.885,167538,5,4
34,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",i love you,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.00453,0.109,0.12,137.446,291796,4,4
35,Lauren Spencer Smith,Flowers,Flowers,6Z165JvPnS8PYvGW8oLGLc,0.684,0.449,3,-9.738,1,0.611,0.0,0.0881,0.341,66.165,157373,4,4
36,Olivia Rodrigo,SOUR,enough for you,2TOzTqQXNmR2zDJXihjZ2e,0.638,0.259,7,-10.706,1,0.0898,0.0,0.219,0.269,88.485,202827,4,4
37,Alexander 23,IDK You Yet (Live on Piano),IDK You Yet,0j1Ia2lQWrcXrQZI4AdJlk,0.648,0.308,1,-11.729,1,0.04,0.0774,0.124,0.198,76.997,184638,1,4
38,Novo Amor,Bathing Beach,Anchor,7qH9Z4dJEN0l9bidizW7fq,0.457,0.407,9,-11.475,1,0.0308,0.884,0.126,0.126,117.053,257533,4,4
39,keshi,beside you,beside you,1Fhb9iJPufNMZSwupsXiRe,0.711,0.747,0,-6.335,1,0.0523,0.0,0.0957,0.852,136.0,166023,4,4
40,Clinton Kane,I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY,0.422,0.34,0,-6.577,1,0.0351,1.77e-05,0.149,0.223,77.213,204094,4,4
41,Kina,Can We Kiss Forever?,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,0.522,0.128,4,-18.717,1,0.0357,0.026,0.0941,0.124,109.986,187932,4,4
42,Jaymes Young,Feel Something (Deluxe),Happiest Year,219slQu3ALbTSAe9P22hvE,0.502,0.168,1,-14.061,1,0.0486,0.0,0.111,0.355,112.881,228443,3,4
43,Post Malone,Stoney (Deluxe),Feeling Whitney,35r28RDot7nPE7y9K9H7l0,0.412,0.227,0,-12.696,1,0.0359,4.69e-06,0.282,0.226,80.111,257267,4,4
44,Jeremy Zucker,brent,you were good to me,4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,1,0.0404,2.62e-05,0.112,0.206,102.128,219147,4,4
45,Sadie Jean,Locksmith,Locksmith,4HcARAxzsbIB3MqiEkejM6,0.566,0.348,1,-10.726,1,0.0458,7.66e-06,0.113,0.374,98.734,164082,4,4
46,Sara Kays,Remember That Night?,Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,0.679,0.61,7,-10.936,0,0.0305,9.51e-05,0.156,0.554,123.978,227186,4,4
47,Lorde,Melodrama,Liability,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,10,-11.254,0,0.128,0.0,0.1,0.379,75.67,171728,4,4
48,Sarah Cothran,As the World Caves In,As the World Caves In,2xXNLutYAOELYVObYb1C1S,0.422,0.25,0,-6.836,1,0.0351,0.0,0.35,0.246,124.026,161613,4,4
49,Novo Amor,Birthplace,State Lines,7CoMBpPTwQi2wPT0U0Nr9b,0.509,0.31,9,-10.623,1,0.0313,0.229,0.0963,0.151,137.474,208653,3,4
50,Dylan Conrique,Birthday Cake,Birthday Cake,7dDrR6vMK1JAwZZ5MIWgme,0.436,0.255,3,-8.623,1,0.0364,3.28e-05,0.106,0.15,113.265,205280,4,4
51,Jeremy Zucker,brent ii,this is how you fall in love,1aEsTgCsv8nOjEgyEoRCpS,0.441,0.202,7,-12.499,1,0.0381,2.6e-05,0.126,0.269,77.971,174587,4,4
52,Justin Bieber,Lonely (with benny blanco),Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q,0.631,0.239,11,-7.071,0,0.0398,0.0,0.116,0.0927,79.859,149297,4,4
53,Olivia O'Brien,hate u love u,hate u love u,6ATgDc6e4sPn84hvJsAmPt,0.407,0.416,6,-8.915,0,0.174,0.0,0.0981,0.246,176.947,175467,4,4
54,Cavetown,This Is Home,This Is Home,7s8VgA8OjvwBUuigKzEGBx,0.811,0.266,7,-12.478,1,0.0406,1.05e-06,0.0962,0.211,130.044,226073,4,4
55,Sadie Jean,WYD Now?,WYD Now?,3ZBeHiRJUj1vdiU8zzGPgb,0.378,0.334,1,-10.993,1,0.304,0.0,0.115,0.496,181.296,144667,4,4
56,keshi,always,drunk,6D6HVKe7Qu3imn4zzJD0W9,0.691,0.389,4,-8.247,1,0.0367,0.0,0.0941,0.306,104.952,227032,4,4
57,Maddie Zahm,Fat Funny Friend,Fat Funny Friend,7z3NjKBqjv3d1ykXCFQxaT,0.498,0.452,0,-7.887,1,0.124,0.0,0.0836,0.265,107.728,199765,4,4
58,Khalid,American Teen,Coaster,39KG4kom3enSx4GTThuDGt,0.441,0.219,8,-14.586,1,0.0419,0.0,0.115,0.244,94.021,199120,4,4
59,JVKE,this is what ____ feels like (Vol. 1-4),this is what sadness feels like,5GpYt1p4z2EPVKv5t7XDof,0.483,0.321,10,-10.401,0,0.0719,0.000107,0.128,0.148,141.28,191831,3,4
60,Jeremy Zucker,glisten,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,0.773,0.437,9,-8.281,1,0.0963,2.42e-05,0.544,0.707,103.861,169973,4,4
61,David Kushner,Mr. Forgettable,Mr. Forgettable,39ZVkOVxjG8ypNdUSVNkxU,0.56,0.41,8,-9.227,0,0.0276,0.0,0.151,0.28,144.727,187293,4,4
62,Anson Seabra,Peter Pan Was Right,Peter Pan Was Right,2At18rPHOuTEjGEppwGV0A,0.661,0.517,5,-7.74,1,0.0406,0.0,0.116,0.241,84.014,192498,4,4
63,Jessie Murph,drowning,How Could You,7wB9sL81rFRGhRt6msZ9CV,0.573,0.17,11,-10.576,1,0.0555,3.08e-06,0.108,0.28,146.749,187813,3,4
64,Winter Aid,The Wisp Sings,The Wisp Sings,68RI4I6SKm57SxjG06OYvN,0.521,0.0889,4,-19.457,1,0.0507,0.182,0.0965,0.0479,115.43,313253,4,4
65,Tate McRae,One Day,One Day,4Ey0LK1HzksUqm9JLzzKuD,0.436,0.153,0,-9.522,1,0.0454,0.0,0.129,0.415,71.684,202340,4,4
66,Gracie Abrams,Mess It Up,Mess It Up,0PLhwCmQ7cC3ThRGPn3HxF,0.765,0.582,0,-4.528,1,0.12,8.21e-05,0.154,0.36,132.992,171280,4,4
67,Lexi Jayde,closer to closure,drunk text me,5gukv8x9eP58gFy2OcZEBQ,0.534,0.493,0,-6.818,1,0.0316,0.0,0.0889,0.232,79.97,213133,4,4
68,Lizzy McAlpine,five seconds flat,hate to be lame,26MJjeJ0NSOQDKeZzrEFMl,0.522,0.251,10,-12.626,0,0.0603,0.000258,0.0769,0.303,137.366,156798,3,4
69,Conan Gray,Astronomy,Astronomy,0KmgJyW4GDgonqsoyx0CZ3,0.471,0.335,4,-8.767,0,0.0273,2.11e-05,0.297,0.111,145.252,243907,3,4
70,Lontalius,Surrender (2014 - 2017),Sleep Thru Ur Alarms,3Mmt4wAMtWRmObAxbejpPe,0.612,0.344,11,-14.066,0,0.0269,0.296,0.115,0.0691,97.479,112864,3,4
71,Jessie Murph,drowning,Pray,7MOCaEUbfGyq1K96umNVwJ,0.588,0.39,8,-7.753,1,0.0578,1.26e-05,0.0965,0.206,96.571,146267,4,4
72,Ruel,Free Time,Painkiller,1YlulsUKDduOmC7WxvXYPW,0.683,0.42,5,-6.51,1,0.0542,0.0,0.225,0.469,128.621,213507,4,4
73,Jenna Raine,see you later (ten years),see you later (ten years),7FKkswFflI5Txc3Y4gH0IB,0.576,0.467,1,-6.435,1,0.0305,0.0,0.13,0.234,86.011,188160,4,4
74,Novo Amor,Birthplace,Repeat Until Death,5PzWVmfzu7rePAuFkxPQf0,0.233,0.15,1,-11.736,1,0.0336,0.36,0.154,0.0875,143.887,234080,3,4
75,beabadoobee,Coffee,Coffee,429NtPmr12aypzFH3FkN9l,0.532,0.137,9,-18.208,1,0.0717,0.962,0.112,0.301,118.734,126825,4,4
